web-scraper-order,web-scraper-start-url,page-link,page-link-href,Nombre_pieces,Nombre_salle,Supeficie,Adresse
"1716418897-543","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 6 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-4694947","Nbre de pièces6","Nbre de salles de bain6","Superficie150","Ngor, Dakar, Sénégal"
"1716418899-544","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 6 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-coeur-4651322","","","","Sacré-Coeur, Dakar, Sénégal"
"1716418902-545","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 5 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ouest-foire-4695203","Nbre de pièces5","Nbre de salles de bain3","Superficie308","Ouest Foire, Dakar, Sénégal"
"1716418905-546","https://sn.coinafrique.com/categorie/villas?page=4","Location villa meublée 7 pièces - Sénégal","https://sn.coinafrique.com/annonce/villas/location-villa-meublee-7-pieces-senegal-4695412","Nbre de pièces7","Nbre de salles de bain6","Superficie500 m2","Almadies, Dakar, Sénégal"
"1716418907-547","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa - Thies","https://sn.coinafrique.com/annonce/villas/vente-villa-thies-4695749","","","","Thies, Sénégal"
"1716418909-548","https://sn.coinafrique.com/categorie/villas?page=4","Vente maison - Sénégal","https://sn.coinafrique.com/annonce/villas/vente-maison-senegal-4696920","Nbre de pièces12","Nbre de salles de bain12","Superficie225 m2","Mbao, Dakar, Sénégal"
"1716418912-549","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 4 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-ouakam-4649375","Nbre de pièces4","Nbre de salles de bain3","","Ouakam, Dakar, Sénégal"
"1716418915-550","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 5 pièces - Fann résidence","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-fann-residence-4649756","Nbre de pièces5","Nbre de salles de bain4","Superficie546","Fann, Dakar, Sénégal"
"1716418917-551","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 6 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-sicap-liberte-4650239","Nbre de pièces6","Nbre de salles de bain2","Superficie150","Sicap Liberté, Dakar, Sénégal"
"1716418919-552","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 4 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-4698254","Nbre de pièces4","","","Keur Massar, Sénégal"
"1716418922-553","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 02 pièces - Sicap Karack","https://sn.coinafrique.com/annonce/villas/vente-villa-02-pieces-sicap-karack-4650449","Nbre de pièces2","Nbre de salles de bain1","Superficie125","Sicap Liberté, Dakar, Sénégal"
"1716418924-554","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 4 pièces -Tivaoune Peul","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-tivaoune-peul-4699005","Nbre de pièces3","Nbre de salles de bain3","Superficie150 m2","Dakar, Sénégal"
"1716418927-555","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 3  pièces -  Liberté 6","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-liberte-6-4699096","Nbre de pièces3","Nbre de salles de bain2","","Sicap Liberté, Dakar, Sénégal"
"1716418929-556","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 15 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-15-pieces-ouest-foire-4699275","Nbre de pièces15","Nbre de salles de bain6","Superficie152","Ouest Foire, Dakar, Sénégal"
"1716418932-557","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 3 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-mbour-4651551","Nbre de pièces3","Nbre de salles de bain2","Superficie400","Mbour, Sénégal"
"1716418935-558","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 11 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-ngor-4656072","","","","Ngor, Dakar, Sénégal"
"1716418937-559","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa duplex 7 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-7-pieces-keur-massar-4652076","Nbre de pièces8","Nbre de salles de bain6","Superficie150 m2","Dakar, Sénégal"
"1716418940-560","https://sn.coinafrique.com/categorie/villas?page=4","Vente villas R+3 - Parcelle Assainies","https://sn.coinafrique.com/annonce/villas/vente-villas-r3-parcelle-assainies-4700946","Superficie150","","","Parcelle Assainies, Dakar, Sénégal"
"1716418943-561","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 04 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-dakar-4701026","Nbre de pièces4","Superficie150","","Dakar, Sénégal"
"1716418945-562","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa R+ 2 - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-r-2-keur-massar-4701092","Nbre de pièces16","Nbre de salles de bain9","Superficie150 m2","Keur Massar, Sénégal"
"1716418948-563","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa - Saint Louis","https://sn.coinafrique.com/annonce/villas/vente-villa-saint-louis-4701437","Nbre de pièces5","Nbre de salles de bain4","Superficie3500 m2","Saint Louis, Sénégal"
"1716418950-564","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa R+1 - Guédiawaye","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-guediawaye-4701452","Nbre de pièces8","Nbre de salles de bain2","Superficie150 m2","Dakar, Sénégal"
"1716418953-565","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa R+1 - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-zac-mbao-4701956","Nbre de pièces5","Nbre de salles de bain3","Superficie216","Rufisque, Sénégal"
"1716418955-566","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 05 pièces - Sénégal","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-senegal-4660640","Nbre de pièces3","Nbre de salles de bain3","Superficie150 m2","Almadies 2, Dakar, Sénégal"
"1716418958-567","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 10 pièces  - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-almadies-4654502","Nbre de salles de bain6","","","Almadies, Dakar, Sénégal"
"1716418961-568","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 07 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villa-07-pieces-saly-4702252","Nbre de pièces7","Nbre de salles de bain6","","Saly, Sénégal"
"1716418963-569","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 5 pièces - Zone de Captage","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-zone-de-captage-4660790","Nbre de pièces4","Nbre de salles de bain3","","Sacré-Coeur, Dakar, Sénégal"
"1716418966-570","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 600 pièces - Patte d'oie","https://sn.coinafrique.com/annonce/villas/vente-villa-600-pieces-patte-doie-4702303","Nbre de pièces600","Nbre de salles de bain10","Superficie3","Patte d'oie, Dakar, Sénégal"
"1716418968-571","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa  - Liberté 6","https://sn.coinafrique.com/annonce/villas/vente-villa-liberte-6-4660839","","","","Sacré-Coeur, Dakar, Sénégal"
"1716418971-572","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 3 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-mbao-4702518","Nbre de pièces3","Nbre de salles de bain9","Superficie170","Mbao, Dakar, Sénégal"
"1716418974-573","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa R+2  - Yoff","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-yoff-4702545","Nbre de pièces6","Nbre de salles de bain7","Superficie200 m2","Yoff, Dakar, Sénégal"
"1716418976-574","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 05 pièces - Liberté 6","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-liberte-6-4661313","","","","Sacré-Coeur, Dakar, Sénégal"
"1716418979-575","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa - Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-ngaparou-4702915","Superficie600 m2","","","Ngaparou, Sénégal"
"1716418982-576","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 04 pièces - Kafountine","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-kafountine-4703125","Nbre de pièces5","Nbre de salles de bain4","Superficie120","Ziguinchor, Sénégal"
"1716418984-577","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 04 pièces - Thies","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-thies-4703408","Nbre de pièces4","Nbre de salles de bain2","Superficie150","Thies, Sénégal"
"1716418987-578","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa d'angle 4 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-dangle-4-pieces-mbour-4655842","Nbre de pièces4","Nbre de salles de bain2","Superficie150","Mbour, Sénégal"
"1716418989-579","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 8 pièces - Niakourap","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-niakourap-4655885","Nbre de pièces8","Nbre de salles de bain2","Superficie150","Niaga, Sénégal"
"1716418992-580","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 6 pièces - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-ngor-almadies-4655980","","","","Almadies, Dakar, Sénégal"
"1716418995-581","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 6 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-ouest-foire-4655985","Nbre de pièces6","Nbre de salles de bain2","Superficie150","Ouest Foire, Dakar, Sénégal"
"1716418997-582","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 6 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-sacre-coeur-4655988","Nbre de pièces5","Nbre de salles de bain4","Superficie250","Sacré-Coeur, Dakar, Sénégal"
"1716419000-583","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 6 pièces - Amitié","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-amitie-4655998","","","","Sicap Liberté, Dakar, Sénégal"
"1716419003-584","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 8 pièces - Point E","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-point-e-4656017","Nbre de pièces8","Nbre de salles de bain6","Superficie600","Point E, Dakar, Sénégal"
"1716419006-585","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa à démolir - Fass","https://sn.coinafrique.com/annonce/villas/vente-villa-a-demolir-fass-4656038","Nbre de pièces5","Superficie300","","Fass, Dakar, Sénégal"
"1716419009-586","https://sn.coinafrique.com/categorie/villas?page=4","Vente villa 7 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-mbao-4703877","Nbre de pièces7","Nbre de salles de bain2","Superficie170","Mbao, Dakar, Sénégal"
"1716419012-587","https://sn.coinafrique.com/categorie/villas?page=4","Location villa 6 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-coeur-4659361","Nbre de pièces6","Nbre de salles de bain6","Superficie12","Sacré-Coeur, Dakar, Sénégal"
"1716419015-588","https://sn.coinafrique.com/categorie/villas?page=4","Vente villas 5 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-sacre-coeur-4704642","Nbre de pièces12","Nbre de salles de bain9","Superficie300","Sacré-Coeur, Dakar, Sénégal"
"1716419024-589","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 5 pièces - Grand dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-grand-dakar-4705038","Nbre de pièces5","Nbre de salles de bain4","Superficie266","Grand Dakar, Dakar, Sénégal"
"1716419027-590","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 11 pièces - Sipres","https://sn.coinafrique.com/annonce/villas/vente-villa-11-pieces-sipres-4657222","Nbre de pièces9","Nbre de salles de bain4","","Sipres, Dakar, Sénégal"
"1716419029-591","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 4 pièces - Dieuppeul-derklé","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-dieuppeul-derkle-4657244","Nbre de pièces4","Superficie287","","Dieuppeul-Derklé, Dakar, Sénégal"
"1716419033-592","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 5 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sacre-coeur-4657252","Nbre de pièces5","Nbre de salles de bain4","Superficie909","Sacré-Coeur, Dakar, Sénégal"
"1716419036-593","https://sn.coinafrique.com/categorie/villas?page=3","Location villa 04 pièces - Mermoz-Sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-04-pieces-mermoz-sacre-coeur-4705681","Nbre de pièces4","Nbre de salles de bain3","Superficie300","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419038-594","https://sn.coinafrique.com/categorie/villas?page=3","Location villa 02 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-02-pieces-point-e-4705748","Nbre de pièces2","Nbre de salles de bain2","Superficie300","Point E, Dakar, Sénégal"
"1716419041-595","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa - Yeumbeul","https://sn.coinafrique.com/annonce/villas/vente-villa-yeumbeul-4706303","Nbre de pièces3","Nbre de salles de bain2","Superficie320 m2","Rufisque, Sénégal"
"1716419044-596","https://sn.coinafrique.com/categorie/villas?page=3","Location villa - Sacre Coeur","https://sn.coinafrique.com/annonce/villas/location-villa-sacre-coeur-4706531","Nbre de pièces3","Nbre de salles de bain2","Superficie163 m2","HLM, Dakar, Sénégal"
