web-scraper-order,web-scraper-start-url,page-link,page-link-href,Nombre_pieces,Nombre_salle,Supeficie,Adresse
"1716417977-218","https://sn.coinafrique.com/categorie/villas?page=8","Vente maison -  Yembeul","https://sn.coinafrique.com/annonce/villas/vente-maison-yembeul-4604698","","","","Rufisque, Sénégal"
"1716417979-219","https://sn.coinafrique.com/categorie/villas?page=8","Vente maison R +2 - Sacré Cœur","https://sn.coinafrique.com/annonce/villas/vente-maison-r-2-sacre-cur-4558532","Nbre de pièces9","Nbre de salles de bain4","Superficie167 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716417982-220","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa - Bayakh","https://sn.coinafrique.com/annonce/villas/vente-villa-bayakh-4605433","Superficie250 m2","","","Rufisque, Sénégal"
"1716417984-221","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa - Scat urbam","https://sn.coinafrique.com/annonce/villas/vente-villa-scat-urbam-4605521","Nbre de pièces170","Superficie170 m2","","Sicap foire, Dakar, Sénégal"
"1716417987-222","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 150m² - Diamniadio","https://sn.coinafrique.com/annonce/villas/vente-villa-150m-diamniadio-4606021","Nbre de pièces3","Nbre de salles de bain2","Superficie150 m2","Almadies, Dakar, Sénégal"
"1716417990-223","https://sn.coinafrique.com/categorie/villas?page=8","Vente villas 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-saly-4606528","Nbre de pièces6","Nbre de salles de bain4","Superficie206","Saly, Sénégal"
"1716417992-224","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-4606726","Nbre de pièces4","Nbre de salles de bain3","Superficie560","Saly, Sénégal"
"1716417995-225","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa  4 pièces  - Diamniadio","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-diamniadio-4606853","Nbre de pièces6","Nbre de salles de bain3","Superficie225 m2","Diamniadio, Sénégal"
"1716417997-226","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-4606862","Superficie150 m2","","","Dakar, Sénégal"
"1716418000-227","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 6 pièces - Thies Azur - Cite Soprim","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-thies-azur-cite-soprim-4560806","Superficie305","","","Thies, Sénégal"
"1716418004-228","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 6 pièces - Hann Marinas","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-hann-marinas-4564213","Nbre de pièces6","Nbre de salles de bain4","","Hann Bel-Air, Dakar, Sénégal"
"1716418006-229","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa - Sicap Liberté 5","https://sn.coinafrique.com/annonce/villas/vente-villa-sicap-liberte-5-4607293","Superficie400 m2","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716418009-230","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 5 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-ouakam-4562366","Nbre de pièces5","","","Ouakam, Dakar, Sénégal"
"1716418012-231","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 8 pièces - Parcelle Assainies","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-parcelle-assainies-4562798","Nbre de pièces8","Nbre de salles de bain6","Superficie170","Parcelle Assainies, Dakar, Sénégal"
"1716418015-232","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 5 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mamelles-4562733","Nbre de pièces5","Nbre de salles de bain4","","Mamelles, Dakar, Sénégal"
"1716418018-233","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 09 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-09-pieces-rufisque-4609085","Nbre de pièces9","Nbre de salles de bain6","Superficie900","Rufisque, Sénégal"
"1716418021-234","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 7 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-4563245","Nbre de pièces7","Nbre de salles de bain5","Superficie500","Almadies, Dakar, Sénégal"
"1716418024-235","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 8 pièces - Dieuppeul","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-dieuppeul-4563675","Nbre de pièces8","Nbre de salles de bain2","Superficie180","Sicap Liberté, Dakar, Sénégal"
"1716418027-236","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 8 pièces - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-ngor-almadies-4564217","Nbre de pièces8","Nbre de salles de bain5","","Almadies, Dakar, Sénégal"
"1716418029-237","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 9 pièces - Guediawaye","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-guediawaye-4611835","Nbre de pièces9","Nbre de salles de bain2","Superficie200","Guediawaye, Dakar, Sénégal"
"1716418032-238","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 4 pièces - Ngerigne","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-ngerigne-4613089","Nbre de pièces3","Nbre de salles de bain4","Superficie1000 m2","Saly, Sénégal"
"1716418034-239","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 07 pièces - Cité Keur Gorgui","https://sn.coinafrique.com/annonce/villas/location-villa-07-pieces-cite-keur-gorgui-4613268","Nbre de pièces8","Nbre de salles de bain4","Superficie300","Dakar, Sénégal"
"1716418039-240","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 4 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbour-4614271","Nbre de pièces4","Superficie200","","Mbour, Sénégal"
"1716418042-241","https://sn.coinafrique.com/categorie/villas?page=8","Location villa duplex 5 pièces habitat ou bureau - Sacré-Cœ...","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-habitat-ou-bureau-sacre-cur-4571222","Nbre de pièces5","Nbre de salles de bain2","Superficie200","Sacré-Coeur, Dakar, Sénégal"
"1716418045-242","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 8 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-almadies-4567818","Superficie750","","","Almadies, Dakar, Sénégal"
"1716418047-243","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 3 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-sicap-liberte-4614595","Nbre de pièces3","Nbre de salles de bain2","Superficie100","Sicap Liberté, Dakar, Sénégal"
"1716418050-244","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 5 pièces - Mariste","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-mariste-4571269","Nbre de pièces5","Nbre de salles de bain4","Superficie200","Mariste, Dakar, Sénégal"
"1716418052-245","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 4 pièces - Sicap Liberté 2","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sicap-liberte-2-4568140","Nbre de pièces4","Nbre de salles de bain1","Superficie313","Sicap Liberté, Dakar, Sénégal"
"1716418055-246","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 2 pièces - Residence mangrove","https://sn.coinafrique.com/annonce/villas/vente-villa-2-pieces-residence-mangrove-4615821","Nbre de pièces2","Superficie285 m2","","Mbour, Sénégal"
"1716418057-247","https://sn.coinafrique.com/categorie/villas?page=8","Location mini villa meublé 2 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-mini-villa-meuble-2-pieces-almadies-4572554","Nbre de pièces2","Nbre de salles de bain1","Superficie300","Almadies, Dakar, Sénégal"
"1716418060-248","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 8 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mamelles-4569514","Nbre de pièces8","Nbre de salles de bain6","","Mamelles, Dakar, Sénégal"
"1716418063-249","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa  4 pièces -  Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-4569155","Nbre de pièces5","Nbre de salles de bain3","Superficie150 m2","Keur Massar, Sénégal"
"1716418065-250","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 4 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-4569164","Nbre de pièces4","Nbre de salles de bain3","Superficie160 m2","Keur Massar, Sénégal"
"1716418068-251","https://sn.coinafrique.com/categorie/villas?page=8","Vente villa 7 pièces R+2 - Cité Cheikh Amar- Mamelles","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-r2-cite-cheikh-amar-mamelles-4574474","Nbre de pièces7","Nbre de salles de bain6","Superficie350","Mamelles, Dakar, Sénégal"
"1716418070-252","https://sn.coinafrique.com/categorie/villas?page=8","Location villa 7 pièces avec piscine et jardin - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-avec-piscine-et-jardin-almadies-4570093","Nbre de pièces6","Nbre de salles de bain7","Superficie500","Almadies, Dakar, Sénégal"
"1716418080-253","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 8 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-keur-massar-4570690","Nbre de pièces8","Nbre de salles de bain2","Superficie150","Keur Massar, Sénégal"
"1716418083-254","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 4 pièces - Sicap Liberté","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sicap-liberte-4570703","Nbre de pièces4","Nbre de salles de bain1","Superficie313","Sicap Liberté, Dakar, Sénégal"
"1716418085-255","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 5 pièces - Dieuppeul-Derklé","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-dieuppeul-derkle-4570708","Nbre de pièces5","Nbre de salles de bain1","Superficie285","Dieuppeul-Derklé, Dakar, Sénégal"
"1716418088-256","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 4 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-ouest-foire-4570733","Nbre de pièces6","Nbre de salles de bain2","Superficie200","Ouest Foire, Dakar, Sénégal"
"1716418090-257","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 3 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-ouest-foire-4570757","Nbre de pièces3","Nbre de salles de bain1","Superficie150","Ouest Foire, Dakar, Sénégal"
"1716418093-258","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 7 pièces - Sicap Liberté 5","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-sicap-liberte-5-4570789","Nbre de pièces7","Nbre de salles de bain3","Superficie160","Sicap Liberté, Dakar, Sénégal"
"1716418095-259","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 8 pièces - Dieupeul","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-dieupeul-4570779","Nbre de pièces8","Nbre de salles de bain2","Superficie180","Dieuppeul-Derklé, Dakar, Sénégal"
"1716418098-260","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 5 pièces - Sicap rue 10","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sicap-rue-10-4570858","Nbre de pièces5","Nbre de salles de bain2","Superficie210","Sicap foire, Dakar, Sénégal"
"1716418100-261","https://sn.coinafrique.com/categorie/villas?page=7","Location Villa 5 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mbao-4572622","Nbre de pièces5","Nbre de salles de bain3","Superficie150 m2","Mbao, Dakar, Sénégal"
"1716418103-262","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 9 pièces - Almadies 2","https://sn.coinafrique.com/annonce/villas/vente-villa-9-pieces-almadies-2-4618208","Nbre de pièces15","Nbre de salles de bain5","Superficie200","Almadies 2, Dakar, Sénégal"
"1716418106-263","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 7 pièces - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-ngor-almadies-4575329","Nbre de pièces6","Nbre de salles de bain5","Superficie230","Ngor, Dakar, Sénégal"
"1716418109-264","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 7 pièces -  Fenêtre Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-fenetre-mermoz-4571152","Nbre de pièces7","Nbre de salles de bain5","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716418112-265","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 4 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbao-4571206","Nbre de pièces4","Nbre de salles de bain3","Superficie200","Mbao, Dakar, Sénégal"
"1716418114-266","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 11 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/vente-villa-11-pieces-ouest-foire-4618419","Nbre de pièces11","Nbre de salles de bain7","Superficie180","Ouest Foire, Dakar, Sénégal"
"1716418117-267","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 4 pièces - Point E","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-point-e-4571339","Nbre de pièces4","Nbre de salles de bain2","Superficie534","Point E, Dakar, Sénégal"
"1716418119-268","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa - Sicap Karack","https://sn.coinafrique.com/annonce/villas/vente-villa-sicap-karack-4571445","Nbre de pièces4","Nbre de salles de bain1","Superficie230","Sicap Liberté, Dakar, Sénégal"
"1716418122-269","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 18 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-18-pieces-almadies-4571655","Nbre de pièces18","Nbre de salles de bain13","Superficie3000","Almadies, Dakar, Sénégal"
"1716418124-270","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa - Fann Mermoz","https://sn.coinafrique.com/annonce/villas/vente-villa-fann-mermoz-4618743","Superficie1185 m2","","","Grand Dakar, Dakar, Sénégal"
"1716418128-271","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa inachevée 4 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-inachevee-4-pieces-keur-massar-4571681","Nbre de pièces4","Nbre de salles de bain2","Superficie150","Keur Massar, Sénégal"
"1716418130-272","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 04 pièces  - Nguérigne","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-nguerigne-4618809","Nbre de pièces3","Nbre de salles de bain3","Superficie600 m2","Ngaparou, Sénégal"
"1716418134-273","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 5 pièces - Nord Foire","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-nord-foire-4571825","Nbre de pièces5","Nbre de salles de bain4","Superficie300","Yoff, Dakar, Sénégal"
"1716418137-274","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 8 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-dakar-4575917","Nbre de pièces8","Nbre de salles de bain3","Superficie150","Dakar, Sénégal"
"1716418139-275","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 5 pièces -  Saly","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-saly-4619272","Nbre de pièces5","Nbre de salles de bain4","Superficie600","Saly, Sénégal"
"1716418142-276","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa duplex 8 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-8-pieces-keur-massar-4619363","Nbre de pièces8","Nbre de salles de bain6","Superficie158 m2","Keur Massar, Sénégal"
"1716418144-277","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 4 pièces  - Keur  Massar Sotrac","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-keur-massar-sotrac-4620209","Nbre de pièces13","Nbre de salles de bain10","Superficie150 m2","Dakar, Sénégal"
"1716418147-278","https://sn.coinafrique.com/categorie/villas?page=7","Location villa duplex 6 pièces - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-mermoz-4620228","Nbre de pièces6","Nbre de salles de bain5","Superficie200 m2","Dakar, Sénégal"
"1716418149-279","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 7 pièces - Mamelles Cité Cheikh Amar","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-cite-cheikh-amar-4620782","Nbre de pièces7","Nbre de salles de bain5","Superficie200","Mamelles, Dakar, Sénégal"
"1716418152-280","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 05 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-almadies-4621038","Nbre de pièces6","Nbre de salles de bain4","Superficie700 m2","Almadies, Dakar, Sénégal"
"1716418154-281","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 12 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/vente-villa-12-pieces-sacre-coeur-4621571","Nbre de pièces12","Superficie300","","Sacré-Coeur, Dakar, Sénégal"
"1716418160-282","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 4 pièces - Gandigal et Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-gandigal-et-saly-4622025","Nbre de pièces3","Nbre de salles de bain3","Superficie600 m2","Saly, Sénégal"
"1716418162-283","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 6 pièces - Cité Sipres 5","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-cite-sipres-5-4623462","Nbre de pièces18","Nbre de salles de bain9","Superficie200 m2","Dakar, Sénégal"
"1716418167-284","https://sn.coinafrique.com/categorie/villas?page=7","Vente maison 6 pièces  -  Petit Mbao","https://sn.coinafrique.com/annonce/villas/vente-maison-6-pieces-petit-mbao-4623755","Nbre de salles de bain4","","","Thies, Sénégal"
"1716418170-285","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa meublée pièces  - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-pieces-saly-4624598","Superficie600 m2","","","Saly, Sénégal"
"1716418173-286","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 15 pièces + piscine et jardin - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-15-pieces-piscine-et-jardin-dakar-4582066","Superficie1000","","","Dakar, Sénégal"
"1716418175-287","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 6 pièces  - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-dakar-4625852","Nbre de pièces6","Nbre de salles de bain4","Superficie250 m2","Rufisque, Sénégal"
"1716418179-288","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 8 pièces - Fann Résidence","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-fann-residence-4578808","Nbre de pièces8","Nbre de salles de bain6","Superficie1300","Fann, Dakar, Sénégal"
"1716418181-289","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa -  Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-4626887","Nbre de pièces6","Nbre de salles de bain4","Superficie300 m2","Mbour, Sénégal"
"1716418184-290","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 4 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-dakar-4627005","Nbre de pièces1","Nbre de salles de bain2","Superficie150","Dakar, Sénégal"
"1716418186-291","https://sn.coinafrique.com/categorie/villas?page=7","Vente maison - Mbour","https://sn.coinafrique.com/annonce/villas/vente-maison-mbour-4627455","Nbre de pièces5","Nbre de salles de bain2","Superficie300 m2","Mbour, Sénégal"
"1716418189-292","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 11 pièces - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-11-pieces-zac-mbao-4628121","Nbre de pièces11","Nbre de salles de bain5","Superficie216","Dakar, Sénégal"
"1716418191-293","https://sn.coinafrique.com/categorie/villas?page=7","Vente  villa  3 pièces -  Diamniadio","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-diamniadio-4628441","Nbre de pièces3","Nbre de salles de bain1","Superficie150 m2","Diamniadio, Sénégal"
"1716418193-294","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 8 pièces - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-keur-massar-4584490","","","","Keur Massar, Sénégal"
"1716418196-295","https://sn.coinafrique.com/categorie/villas?page=7","Location villa duplex 5 pièces  -  Mamelles Cité Touba Rena...","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-mamelles-cite-touba-renaissance-4628529","Nbre de pièces5","Nbre de salles de bain4","Superficie150 m2","Dakar, Sénégal"
"1716418198-296","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 5 pièces - Mariste","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-mariste-4584890","","","","Mariste, Dakar, Sénégal"
"1716418201-297","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa - Keur Mbaye fall","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-mbaye-fall-4629181","Nbre de pièces10","Nbre de salles de bain3","Superficie150 m2","Dakar, Sénégal"
"1716418203-298","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa - Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-4629206","Nbre de pièces8","Nbre de salles de bain3","Superficie200 m2","Dakar, Sénégal"
"1716418206-299","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 07 pièces - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-07-pieces-zac-mbao-4629597","Nbre de pièces7","Nbre de salles de bain4","Superficie216","Mbao, Dakar, Sénégal"
"1716418208-300","https://sn.coinafrique.com/categorie/villas?page=7","Vente maison - Keur Mbaye Fall","https://sn.coinafrique.com/annonce/villas/vente-maison-keur-mbaye-fall-4629654","Nbre de pièces10","Nbre de salles de bain3","Superficie150 m2","HLM, Dakar, Sénégal"
"1716418210-301","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 5 pièces - Fenêtre Mermoz","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-fenetre-mermoz-4585524","Nbre de pièces5","Nbre de salles de bain4","Superficie782","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716418213-302","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa  5 pièces - Fenêtre Mermoz","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-fenetre-mermoz-4585525","Nbre de pièces5","Nbre de salles de bain4","Superficie782","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716418215-303","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa - Diamniadio","https://sn.coinafrique.com/annonce/villas/vente-villa-diamniadio-4630118","Superficie300","","","Diamniadio, Sénégal"
"1716418218-304","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 4 pièces - Sipres","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-sipres-4585038","Nbre de pièces4","Nbre de salles de bain4","","Sipres, Dakar, Sénégal"
"1716418221-305","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 4 pièces - Hann","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-hann-4630375","Nbre de pièces7","Nbre de salles de bain7","Superficie200","Hann Bel-Air, Dakar, Sénégal"
"1716418223-306","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa  7 pièces - Sacré coeur 2","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-sacre-coeur-2-4585531","Nbre de pièces7","Nbre de salles de bain4","Superficie150 m2","Dakar, Sénégal"
"1716418226-307","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-saly-4631011","Nbre de pièces5","Nbre de salles de bain4","Superficie300","Saly, Sénégal"
"1716418228-308","https://sn.coinafrique.com/categorie/villas?page=7","Location villa duplex 4 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-mbao-4631228","Nbre de pièces4","Nbre de salles de bain3","Superficie150","Mbao, Dakar, Sénégal"
"1716418231-309","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 7 pièces - Guédiawaye","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-guediawaye-4631229","Nbre de pièces7","Nbre de salles de bain2","Superficie240","Guediawaye, Dakar, Sénégal"
"1716418233-310","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa - Ndayane","https://sn.coinafrique.com/annonce/villas/vente-villa-ndayane-4631296","","","","Grand Yoff, Dakar, Sénégal"
"1716418236-311","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 08 pièces - Pikine","https://sn.coinafrique.com/annonce/villas/vente-villa-08-pieces-pikine-4631432","Nbre de pièces8","Nbre de salles de bain4","Superficie150","Pikine, Sénégal"
"1716418238-312","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 04 pièces - Fann","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-fann-4583833","Nbre de pièces4","Nbre de salles de bain3","Superficie200","Fann, Dakar, Sénégal"
"1716418240-313","https://sn.coinafrique.com/categorie/villas?page=7","Location villa  -  Zac Mbao","https://sn.coinafrique.com/annonce/villas/location-villa-zac-mbao-4632542","Nbre de pièces8","Nbre de salles de bain5","Superficie225 m2","Keur Massar, Sénégal"
"1716418243-314","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 3 pièces-  Mermoz","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-mermoz-4587869","Superficie709 m2","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716418245-315","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 5 pièces - Parcelles U13","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-parcelles-u13-4587879","","","","Parcelle Assainies, Dakar, Sénégal"
"1716418248-316","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 7 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-4588004","Nbre de pièces7","Nbre de salles de bain7","Superficie300","Almadies, Dakar, Sénégal"
"1716418251-317","https://sn.coinafrique.com/categorie/villas?page=7","Location villa 7 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-almadies-4633029","Nbre de pièces7","Nbre de salles de bain5","Superficie230 m2","Almadies, Dakar, Sénégal"
"1716418254-318","https://sn.coinafrique.com/categorie/villas?page=7","Location villa triplex - Mackiyou Faye","https://sn.coinafrique.com/annonce/villas/location-villa-triplex-mackiyou-faye-4589346","","","","Mamelles, Dakar, Sénégal"
"1716418257-319","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-almadies-4635217","Superficie1000","","","Almadies, Dakar, Sénégal"
"1716418259-320","https://sn.coinafrique.com/categorie/villas?page=7","Vente villa 5 pièces -  Toubab Dialaw","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-toubab-dialaw-4593779","Nbre de pièces12","Nbre de salles de bain5","Superficie600 m2","Toubab Dialao, Sénégal"
