web-scraper-order,web-scraper-start-url,page-link,page-link-href,Nombre_pieces,Nombre_sallebain,Superficie,Adresse
"1716423013-679","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Mariste","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mariste-4727767","Nbre de pièces4","Nbre de salles de bain3","Superficie180 m2","Mariste, Dakar, Sénégal"
"1716423016-680","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Zac Mbao","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-4713446","Nbre de pièces4","Nbre de salles de bain4","Superficie150 m2","Mbao, Dakar, Sénégal"
"1716423018-681","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sacre-coeur-4719075","Nbre de pièces4","Nbre de salles de bain3","Superficie200","Sacré-Coeur, Dakar, Sénégal"
"1716423021-682","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4750077","Nbre de pièces4","Nbre de salles de bain4","Superficie12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423023-683","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Mermoz-Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4754328","Nbre de pièces4","Nbre de salles de bain4","Superficie12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423026-684","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-plateau-4708217","Nbre de pièces4","Nbre de salles de bain4","Superficie12","Dakar Plateau, Dakar, Sénégal"
"1716423028-685","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 2 pièces - Ouakam","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-ouakam-4744574","Nbre de pièces2","Nbre de salles de bain1","","Ouakam, Dakar, Sénégal"
"1716423031-686","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 05 pièces - VDN","https://sn.coinafrique.com/annonce/appartements/location-appartements-05-pieces-vdn-4728370","Nbre de pièces5","Nbre de salles de bain3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423033-687","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Almadies 2","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-2-4746565","Nbre de pièces4","Nbre de salles de bain4","Superficie200","Almadies 2, Dakar, Sénégal"
"1716423036-688","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 3 pièces - Al...","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-almadies-4754421","Nbre de pièces3","Nbre de salles de bain2","","Almadies, Dakar, Sénégal"
"1716423038-689","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Mermoz-Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4728489","Nbre de pièces4","Nbre de salles de bain4","Superficie12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423042-690","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-plateau-4728548","Nbre de pièces4","Nbre de salles de bain5","Superficie12","Dakar Plateau, Dakar, Sénégal"
"1716423044-691","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Dakar Plateau","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4713806","Nbre de pièces4","Nbre de salles de bain4","Superficie12","Dakar Plateau, Dakar, Sénégal"
"1716423048-692","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement duplex 4 pièces - Fann Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-4-pieces-fann-mermoz-4708508","Nbre de pièces4","Nbre de salles de bain3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423051-693","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement f5 - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-almadies-4734421","","","","Almadies, Dakar, Sénégal"
"1716423054-694","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement f4 - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-almadies-4734429","","","","Almadies, Dakar, Sénégal"
"1716423057-695","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Diamniadio SD city","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-diamniadio-sd-city-4704552","Nbre de pièces4","Nbre de salles de bain2","","Diamniadio, Sénégal"
"1716423060-696","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartement F4 - Point E","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f4-point-e-4734506","","","","Point E, Dakar, Sénégal"
"1716423063-697","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartement - Point E","https://sn.coinafrique.com/annonce/appartements/vente-appartement-point-e-4734514","","","","Point E, Dakar, Sénégal"
"1716423066-698","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartements 3 et 4 pièces - ...","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-et-4-pieces-cite-biagui-yoff-virage-4754621","Nbre de pièces3","Nbre de salles de bain2","Superficie91","Yoff, Dakar, Sénégal"
"1716423069-699","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Fann","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-4734546","Nbre de pièces4","Nbre de salles de bain4","Superficie12","Fann, Dakar, Sénégal"
"1716423072-700","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 3 pièces - Mariste","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mariste-4750428","Nbre de pièces3","Nbre de salles de bain2","Superficie150","Mariste, Dakar, Sénégal"
"1716423075-701","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 2 pièces - Mermoz-sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-mermoz-sacre-coeur-4750438","Nbre de pièces2","Nbre de salles de bain1","Superficie150","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423077-702","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 5pièces - Ouakam corniche","https://sn.coinafrique.com/annonce/appartements/location-appartement-5pieces-ouakam-corniche-4745025","Nbre de pièces5","Nbre de salles de bain4","Superficie300 m2","Ouakam, Dakar, Sénégal"
"1716423080-703","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 5 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-mermoz-sacre-coeur-4750443","Nbre de pièces5","Nbre de salles de bain3","Superficie200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423083-704","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Mariste","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mariste-4738461","Nbre de pièces4","Nbre de salles de bain2","Superficie150","Mariste, Dakar, Sénégal"
"1716423085-705","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Mermoz Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-4713133","Superficie250","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423088-706","https://sn.coinafrique.com/categorie/appartements?page=2","Location studio - cité Mourtada 2 VDN","https://sn.coinafrique.com/annonce/appartements/location-studio-cite-mourtada-2-vdn-4728865","Nbre de pièces2","Nbre de salles de bain1","Superficie100 m2","Mbour, Sénégal"
"1716423091-707","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement4 pièces - Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement4-pieces-keur-gorgui-4745160","Nbre de pièces4","Nbre de salles de bain3","Superficie200 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423093-708","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Cité Mourtada 2 vdn","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-mourtada-2-vdn-4745173","Nbre de pièces4","Nbre de salles de bain1","Superficie200 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423096-709","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 3 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-virage-4708875","Nbre de pièces3","Nbre de salles de bain2","Superficie130","Yoff, Dakar, Sénégal"
"1716423098-710","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Yoff Onomo","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-yoff-onomo-4754899","Nbre de pièces4","Nbre de salles de bain3","Superficie136","Yoff, Dakar, Sénégal"
"1716423101-711","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Mamelles cité Mackiyou Faye...","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-cite-mackiyou-faye-4745245","Nbre de pièces4","Nbre de salles de bain2","Superficie170 m2","Mamelles, Dakar, Sénégal"
"1716423103-712","https://sn.coinafrique.com/categorie/appartements?page=2","Location studio - VDN cité Mourtada 2","https://sn.coinafrique.com/annonce/appartements/location-studio-vdn-cite-mourtada-2-4745304","Nbre de pièces2","Nbre de salles de bain1","Superficie90 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423106-713","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartements 4 et 5 pièces - Alya - Point E","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-et-5-pieces-alya-point-e-4754963","Nbre de pièces4","Nbre de salles de bain2","Superficie237","Point E, Dakar, Sénégal"
"1716423108-714","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Sacré-Cœur","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-cur-4729155","Nbre de pièces4","Nbre de salles de bain3","","Sacré-Coeur, Dakar, Sénégal"
"1716423111-715","https://sn.coinafrique.com/categorie/appartements?page=2","Location studio-  Point E","https://sn.coinafrique.com/annonce/appartements/location-studio-point-e-4755011","Nbre de pièces2","Nbre de salles de bain2","","Point E, Dakar, Sénégal"
"1716423114-716","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartements 4 pièces - Mariste","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-mariste-4755016","Nbre de pièces4","Nbre de salles de bain3","Superficie150","Mariste, Dakar, Sénégal"
"1716423116-717","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Fann résidence","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-residence-4729169","Nbre de pièces4","Nbre de salles de bain3","Superficie200 m2","Fann, Dakar, Sénégal"
"1716423119-718","https://sn.coinafrique.com/categorie/appartements?page=2","Location studio - Sipress cité Mourtada 2 VDN","https://sn.coinafrique.com/annonce/appartements/location-studio-sipress-cite-mourtada-2-vdn-4755027","Nbre de pièces2","Nbre de salles de bain1","Superficie95 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423122-719","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-4745471","Nbre de pièces4","Nbre de salles de bain1","Superficie95","Ouest Foire, Dakar, Sénégal"
"1716423124-720","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 2 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-ouest-foire-4755069","Nbre de pièces2","Nbre de salles de bain1","Superficie130","Ouest Foire, Dakar, Sénégal"
"1716423129-721","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 5 pièces - Ngor virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ngor-virage-4724258","Nbre de pièces5","Nbre de salles de bain4","","Ngor, Dakar, Sénégal"
"1716423133-722","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Mermoz","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-4724289","Nbre de pièces4","Nbre de salles de bain3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423136-723","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-4709101","Nbre de pièces4","Nbre de salles de bain4","Superficie12","Sacré-Coeur, Dakar, Sénégal"
"1716423139-724","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - cité Mourtada 2 VDN","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-mourtada-2-vdn-4712311","Nbre de pièces4","Nbre de salles de bain3","Superficie160 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423144-725","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 5 pièces - Mermoz-Sacré Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-mermoz-sacre-coeur-4724311","Nbre de pièces5","Nbre de salles de bain4","Superficie12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423146-726","https://sn.coinafrique.com/categorie/appartements?page=2","Location mini studio - Niaary Taally","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-niaary-taally-4705267","Nbre de pièces1","Nbre de salles de bain1","","Dakar, Sénégal"
"1716423149-727","https://sn.coinafrique.com/categorie/appartements?page=2","Location studio  - Cité Biagui","https://sn.coinafrique.com/annonce/appartements/location-studio-cite-biagui-4745582","Nbre de pièces2","Nbre de salles de bain2","Superficie128","Yoff, Dakar, Sénégal"
"1716423152-728","https://sn.coinafrique.com/categorie/appartements?page=2","Location mini studio - Niaary Tally","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-niaary-tally-4705280","Nbre de pièces1","Nbre de salles de bain1","","Dakar, Sénégal"
"1716423155-729","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 04 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-sacre-coeur-4720252","Nbre de pièces3","Nbre de salles de bain3","Superficie100","Sacré-Coeur, Dakar, Sénégal"
"1716423158-730","https://sn.coinafrique.com/categorie/appartements?page=2","Location mini studio - Niaary Tally","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-niaary-tally-4705386","Nbre de pièces1","Nbre de salles de bain1","","Dakar, Sénégal"
"1716423161-731","https://sn.coinafrique.com/categorie/appartements?page=2","Location mini studio - Gnaary tally","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-gnaary-tally-4705536","Nbre de pièces1","Nbre de salles de bain1","","Dakar, Sénégal"
"1716423164-732","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 3 pièces - Alm...","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4735350","Nbre de pièces3","Nbre de salles de bain2","Superficie136","Almadies, Dakar, Sénégal"
"1716423167-733","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 5 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-virage-4735358","Nbre de pièces4","Nbre de salles de bain4","Superficie255","Yoff, Dakar, Sénégal"
"1716423169-734","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 03 pièces - Golf","https://sn.coinafrique.com/annonce/appartements/location-appartement-03-pieces-golf-4755295","Nbre de pièces3","Nbre de salles de bain1","Superficie100","Guediawaye, Dakar, Sénégal"
"1716423173-735","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Sac...","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sacre-coeur-4750911","Nbre de pièces4","Nbre de salles de bain3","Superficie135","Sacré-Coeur, Dakar, Sénégal"
"1716423175-736","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 3 pièces - Sicap Foire","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sicap-foire-4745838","Nbre de pièces3","Nbre de salles de bain2","Superficie132","Sicap foire, Dakar, Sénégal"
"1716423178-737","https://sn.coinafrique.com/categorie/appartements?page=2","Location studio - Mermoz Sacré coeur","https://sn.coinafrique.com/annonce/appartements/location-studio-mermoz-sacre-coeur-4705704","Nbre de pièces2","Nbre de salles de bain2","Superficie78","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423181-738","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 04 pièces - Mermoz-Fann","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-mermoz-fann-4705743","Nbre de pièces4","Nbre de salles de bain3","Superficie120","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423184-739","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 3 pièces - Mermoz Sacré Coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-sacre-coeur-4735542","Nbre de pièces3","Nbre de salles de bain3","Superficie12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423187-740","https://sn.coinafrique.com/categorie/appartements?page=2","Location studio - Dakar Plateau","https://sn.coinafrique.com/annonce/appartements/location-studio-dakar-plateau-4731739","Nbre de pièces2","Nbre de salles de bain2","","Dakar Plateau, Dakar, Sénégal"
"1716423189-741","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartement 4 pièces - Mariste","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mariste-4718876","Nbre de pièces4","Nbre de salles de bain2","","Mariste, Dakar, Sénégal"
"1716423192-742","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 3 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4733681","Nbre de pièces3","Nbre de salles de bain3","Superficie110 m2","Almadies, Dakar, Sénégal"
"1716423195-743","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 04 pièces - Mermoz Fann","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-mermoz-fann-4706046","Nbre de pièces4","Nbre de salles de bain3","Superficie120","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423197-744","https://sn.coinafrique.com/categorie/appartements?page=2","Location studio - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-studio-mamelles-4706057","Nbre de pièces2","Nbre de salles de bain2","Superficie84","Mamelles, Dakar, Sénégal"
"1716423200-745","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 04 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-almadies-4706079","Nbre de pièces4","Nbre de salles de bain4","Superficie150","Almadies, Dakar, Sénégal"
"1716423203-746","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces  -  Cité keur goorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-keur-goorgui-4755621","Nbre de pièces4","Nbre de salles de bain3","Superficie250 m2","Dakar, Sénégal"
"1716423205-747","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-4755647","Nbre de pièces4","Nbre de salles de bain5","Superficie220","Yoff, Dakar, Sénégal"
"1716423208-748","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4755651","Nbre de pièces4","Nbre de salles de bain5","Superficie200","Mamelles, Dakar, Sénégal"
"1716423210-749","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartements 5 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/vente-appartements-5-pieces-almadies-4755667","Nbre de pièces5","Nbre de salles de bain6","Superficie465","Almadies, Dakar, Sénégal"
"1716423214-750","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartement 4 pièces - Ngor Almadies","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-ngor-almadies-4725059","Nbre de pièces4","Nbre de salles de bain1","Superficie137","Ngor, Dakar, Sénégal"
"1716423216-751","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartements 3 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-almadies-4713590","Nbre de pièces3","Nbre de salles de bain3","Superficie110","Almadies, Dakar, Sénégal"
"1716423219-752","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartements 4 pièces - Mermo...","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-mermoz-sacre-coeur-4755970","Nbre de pièces4","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423222-753","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 3 pièces -  Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4740708","Nbre de pièces3","Nbre de salles de bain3","Superficie100 m2","Almadies, Dakar, Sénégal"
"1716423225-754","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartements 4 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-4736155","Nbre de pièces4","Nbre de salles de bain4","Superficie200","Almadies, Dakar, Sénégal"
"1716423227-755","https://sn.coinafrique.com/categorie/appartements?page=2","Vente appartements 4 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-almadies-4736196","Nbre de pièces4","Nbre de salles de bain4","Superficie200","Almadies, Dakar, Sénégal"
"1716423230-756","https://sn.coinafrique.com/categorie/appartements?page=2","Location appartement 4 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4742596","Nbre de pièces4","Nbre de salles de bain4","","Mamelles, Dakar, Sénégal"
"1716423237-757","https://sn.coinafrique.com/categorie/appartements","Location appartement 3 pièces - Dakar plateau","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dakar-plateau-4756105","Nbre de pièces3","","","Dakar Plateau, Dakar, Sénégal"
"1716423240-758","https://sn.coinafrique.com/categorie/appartements","Location appartement 4 pièces - Oua...","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-corniche-4744641","Nbre de pièces4","Nbre de salles de bain4","","Ouakam, Dakar, Sénégal"
"1716423243-759","https://sn.coinafrique.com/categorie/appartements","Location appartements 4 pièces - Sedima sorti 9 Keur Massar","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sedima-sorti-9-keur-massar-4728367","Nbre de pièces4","Nbre de salles de bain2","","Keur Massar, Sénégal"
"1716423246-760","https://sn.coinafrique.com/categorie/appartements","Location appartement 4 pièces - Almadies","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4742644","Nbre de pièces4","Nbre de salles de bain4","","Almadies, Dakar, Sénégal"
"1716423248-761","https://sn.coinafrique.com/categorie/appartements","Location appartements 4 pièces - Ma...","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4756160","Nbre de pièces4","Nbre de salles de bain3","Superficie120","Mamelles, Dakar, Sénégal"
"1716423251-762","https://sn.coinafrique.com/categorie/appartements","Location appartements 6 pièces -  cité Batrain","https://sn.coinafrique.com/annonce/appartements/location-appartements-6-pieces-cite-batrain-4707272","Nbre de pièces6","Nbre de salles de bain3","","Ouakam, Dakar, Sénégal"
"1716423254-763","https://sn.coinafrique.com/categorie/appartements","Location appartements 4 pièces - Sacré-Cœur","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-sacre-cur-4710462","Nbre de pièces4","Nbre de salles de bain4","Superficie12","Sacré-Coeur, Dakar, Sénégal"
"1716423256-764","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Ngor","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ngor-4756185","Nbre de pièces3","","","Ngor, Dakar, Sénégal"
"1716423259-765","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Point E","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-point-e-4705358","Nbre de pièces3","Nbre de salles de bain3","","Point E, Dakar, Sénégal"
"1716423262-766","https://sn.coinafrique.com/categorie/appartements","Location appartements 3 pièces - Sacré-coeur 3","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sacre-coeur-3-4728431","Nbre de pièces3","Nbre de salles de bain2","","Sacré-Coeur, Dakar, Sénégal"
"1716423265-767","https://sn.coinafrique.com/categorie/appartements","Location appartement 4 pièces  - Yoff","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-yoff-4746766","","","","Yoff, Dakar, Sénégal"
"1716423267-768","https://sn.coinafrique.com/categorie/appartements","Location appartements 5 pièces - Mamelles","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-mamelles-4704926","Nbre de pièces5","Nbre de salles de bain4","","Mamelles, Dakar, Sénégal"
"1716423270-769","https://sn.coinafrique.com/categorie/appartements","Location Mini studio - Mamelle","https://sn.coinafrique.com/annonce/appartements/location-mini-studio-mamelle-4756254","Nbre de pièces2","Nbre de salles de bain1","Superficie1 m2","Mamelles, Dakar, Sénégal"
"1716423274-770","https://sn.coinafrique.com/categorie/appartements","Location appartements 4 pièces - cité Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-keur-gorgui-4710349","Nbre de pièces4","Nbre de salles de bain4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423277-771","https://sn.coinafrique.com/categorie/appartements","Location appartements 4 pièces - Fann","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-fann-4730659","Nbre de pièces4","Nbre de salles de bain3","Superficie12","Fann, Dakar, Sénégal"
"1716423279-772","https://sn.coinafrique.com/categorie/appartements","Location appartement 4 pièces - au Virage","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-au-virage-4717744","Nbre de pièces4","Nbre de salles de bain4","","Yoff, Dakar, Sénégal"
"1716423282-773","https://sn.coinafrique.com/categorie/appartements","Location appartement 5 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-sacre-coeur-4746822","","","","Sacré-Coeur, Dakar, Sénégal"
"1716423285-774","https://sn.coinafrique.com/categorie/appartements","Location appartement 5 pièces - Cité Keur Gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-cite-keur-gorgui-4717761","Nbre de pièces5","Nbre de salles de bain3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716423288-775","https://sn.coinafrique.com/categorie/appartements","Vente appartement 5 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/appartements/vente-appartement-5-pieces-sacre-coeur-4746828","","","","Sacré-Coeur, Dakar, Sénégal"
"1716423291-776","https://sn.coinafrique.com/categorie/appartements","Location appartements 4 pièces - Almadies recasement","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-recasement-4710402","Nbre de pièces4","Nbre de salles de bain2","","Almadies, Dakar, Sénégal"
"1716423294-777","https://sn.coinafrique.com/categorie/appartements","Location appartement 4 pièces - Cité Keur gorgui","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-keur-gorgui-4717765","Nbre de pièces4","Nbre de salles de bain2","","Mermoz-Sacré Coeur, Dakar, Sénégal"
